# PID Gains
# Kp = 0.194954
# Ki = 0.011009
# Kd = 0.133028
# Deadzone = 13.807
# -------------------------------------
time,x,y,xy_magnitude
351.3979232311249,-147.0,-84.0,169.30741271426953
351.4328098297119,-133.0,-73.0,151.71684151734772
351.46678161621094,-120.0,-64.0,136.0
351.5166435241699,-109.0,-56.0,122.54386969571347
351.5486571788788,-101.0,-52.0,113.6001760562016
351.5791029930115,-96.0,-50.0,108.24047302187847
351.5901005268097,-94.0,-49.0,106.00471687618433
351.6231300830841,-94.0,-49.0,106.00471687618433
351.65476155281067,-94.0,-49.0,106.00471687618433
351.6857388019562,-94.0,-49.0,106.00471687618433
351.74696493148804,-94.0,-49.0,106.00471687618433
351.79150128364563,-93.0,-49.0,105.11898020814318
351.80660128593445,-93.0,-50.0,105.58882516630251
351.8305859565735,-93.0,-51.0,106.06601717798213
351.8612701892853,-92.0,-52.0,105.67875850898325
351.8962891101837,-92.0,-52.0,105.67875850898325
351.95691561698914,-92.0,-52.0,105.67875850898325
351.98785305023193,-92.0,-51.0,105.19030373565806
352.0158212184906,-93.0,-50.0,105.58882516630251
352.02590799331665,-93.0,-50.0,105.58882516630251
352.05454087257385,-93.0,-50.0,105.58882516630251
352.08682465553284,-93.0,-50.0,105.58882516630251
352.11881256103516,-93.0,-50.0,105.58882516630251
352.19148564338684,-93.0,-50.0,105.58882516630251
352.2444941997528,-93.0,-50.0,105.58882516630251
352.2612817287445,-92.0,-49.0,104.23531071570709
352.2697880268097,-91.0,-48.0,102.88342918079665
352.2938904762268,-87.0,-48.0,99.36297097007517
352.32570815086365,-85.0,-47.0,97.12878049270464
352.36170506477356,-82.0,-45.0,93.53608929178085
352.4217686653137,-78.0,-45.0,90.0499861188218
352.46247816085815,-74.0,-43.0,85.58621384311844
352.47747898101807,-70.0,-42.0,81.6333265278342
352.48513674736023,-64.0,-40.0,75.47184905645283
352.51781821250916,-59.0,-37.0,69.6419413859206
352.5518636703491,-53.0,-36.0,64.07027391856539
352.66329050064087,-47.0,-33.0,57.42821606144492
352.69527649879456,-41.0,-30.0,50.80354318352215
352.7032701969147,-29.0,-25.0,38.28837943815329
352.7262897491455,-23.0,-22.0,31.827660925679098
352.7577209472656,-18.0,-19.0,26.1725046566048
352.79303646087646,-14.0,-16.0,21.2602916254693
352.86593651771545,-10.0,-13.0,16.401219466856727
352.91588735580444,-7.0,-11.0,13.038404810405298
352.9299829006195,-4.0,-8.0,8.94427190999916
352.95007395744324,0.0,-3.0,3.0
353.0010097026825,1.0,-1.0,1.4142135623730951
353.0337655544281,2.0,2.0,2.8284271247461903
353.100257396698,2.0,4.0,4.47213595499958
353.130633354187,2.0,5.0,5.385164807134504
353.1623718738556,2.0,7.0,7.280109889280518
353.16936588287354,1.0,8.0,8.06225774829855
353.1913743019104,0.0,10.0,10.0
353.2231032848358,-1.0,11.0,11.045361017187261
353.25776505470276,-3.0,12.0,12.36931687685298
353.31305146217346,-4.0,13.0,13.601470508735444
353.330050945282,-6.0,13.0,14.317821063276353
353.3770213127136,-7.0,13.0,14.7648230602334
353.3983750343323,-8.0,13.0,15.264337522473747
353.43005990982056,-9.0,13.0,15.811388300841896
353.4644293785095,-10.0,13.0,16.401219466856727
353.4971332550049,-10.0,13.0,16.401219466856727
353.56537771224976,-9.0,12.0,15.0
353.5963349342346,-9.0,12.0,15.0
353.6034297943115,-8.0,11.0,13.601470508735444
353.6223375797272,-7.0,10.0,12.206555615733702
353.6543347835541,-5.0,10.0,11.180339887498949
353.6882050037384,-4.0,9.0,9.848857801796104
353.75085639953613,-2.0,8.0,8.246211251235321
353.7924716472626,0.0,8.0,8.0
353.818407535553,1.0,7.0,7.0710678118654755
353.8324601650238,3.0,7.0,7.615773105863909
353.862624168396,5.0,6.0,7.810249675906654
353.89434576034546,7.0,6.0,9.219544457292887
353.9292256832123,9.0,6.0,10.816653826391969
353.9951341152191,10.0,6.0,11.661903789690601
354.0412209033966,11.0,6.0,12.529964086141668
354.0554840564728,12.0,6.0,13.416407864998739
354.06239461898804,13.0,6.0,14.317821063276353
354.0855977535248,13.0,7.0,14.7648230602334
354.1194643974304,13.0,7.0,14.7648230602334
354.15310192108154,13.0,7.0,14.7648230602334
354.2292468547821,12.0,8.0,14.422205101855956
354.2547571659088,11.0,8.0,13.601470508735444
354.27183961868286,10.0,9.0,13.45362404707371
354.294184923172,8.0,9.0,12.041594578792296
354.32551169395447,7.0,10.0,12.206555615733702
354.36273884773254,5.0,10.0,11.180339887498949
354.44519567489624,3.0,11.0,11.40175425099138
354.45839619636536,2.0,11.0,11.180339887498949
354.48948884010315,0.0,12.0,12.0
354.49648094177246,-1.0,12.0,12.041594578792296
354.51685523986816,-2.0,13.0,13.152946437965905
354.54999232292175,-3.0,13.0,13.341664064126334
354.6153931617737,-4.0,13.0,13.601470508735444
354.6648347377777,-4.0,14.0,14.560219778561036
354.6927888393402,-4.0,14.0,14.560219778561036
354.70682168006897,-4.0,14.0,14.560219778561036
354.7258231639862,-3.0,15.0,15.297058540778355
354.75723695755005,-2.0,15.0,15.132745950421556
354.7930269241333,-1.0,15.0,15.033296378372908
354.85353350639343,0.0,15.0,15.0
354.8903615474701,2.0,15.0,15.132745950421556
354.9213547706604,3.0,15.0,15.297058540778355
354.92935943603516,5.0,15.0,15.811388300841896
354.94956278800964,6.0,15.0,16.15549442140351
355.0027012825012,8.0,14.0,16.1245154965971
355.06666254997253,9.0,14.0,16.64331697709324
355.0977430343628,10.0,13.0,16.401219466856727
355.1268515586853,12.0,13.0,17.69180601295413
355.14187145233154,12.0,12.0,16.97056274847714
355.15840125083923,13.0,12.0,17.69180601295413
355.19018173217773,14.0,11.0,17.804493814764857
355.2221710681915,14.0,11.0,17.804493814764857
355.25571513175964,14.0,10.0,17.204650534085253
355.3182406425476,13.0,10.0,16.401219466856727
355.3465178012848,13.0,9.0,15.811388300841896
355.36002945899963,12.0,8.0,14.422205101855956
355.39728307724,11.0,8.0,13.601470508735444
355.43296122550964,10.0,8.0,12.806248474865697
355.4650340080261,8.0,7.0,10.63014581273465
355.5392210483551,6.0,7.0,9.219544457292887
355.5739607810974,5.0,6.0,7.810249675906654
355.59095311164856,3.0,6.0,6.708203932499369
355.5979473590851,2.0,6.0,6.324555320336759
355.62304639816284,1.0,5.0,5.0990195135927845
355.65603137016296,0.0,5.0,5.0
355.6895716190338,-1.0,5.0,5.0990195135927845
355.7669177055359,-1.0,5.0,5.0990195135927845
355.79391646385193,-2.0,5.0,5.385164807134504
355.800918340683,-2.0,6.0,6.324555320336759
355.83036065101624,-2.0,6.0,6.324555320336759
355.86224269866943,-1.0,6.0,6.082762530298219
355.8974177837372,-1.0,6.0,6.082762530298219
355.97681951522827,0.0,7.0,7.0
356.0048191547394,1.0,7.0,7.0710678118654755
356.0138442516327,2.0,7.0,7.280109889280518
356.0219111442566,3.0,8.0,8.54400374531753
356.0541729927063,5.0,7.0,8.602325267042627
356.0903813838959,6.0,8.0,10.0
356.1207857131958,7.0,7.0,9.899494936611665
356.21109676361084,8.0,8.0,11.313708498984761
356.22209882736206,10.0,7.0,12.206555615733702
356.22954654693604,10.0,7.0,12.206555615733702
356.2631711959839,11.0,7.0,13.038404810405298
356.2969083786011,12.0,7.0,13.892443989449804
356.3304560184479,12.0,7.0,13.892443989449804
356.39817237854004,12.0,6.0,13.416407864998739
356.4290986061096,12.0,6.0,13.416407864998739
356.4361708164215,12.0,5.0,13.0
356.454270362854,12.0,5.0,13.0
356.485552072525,11.0,4.0,11.704699910719626
356.5209951400757,10.0,4.0,10.770329614269007
356.5776045322418,10.0,3.0,10.44030650891055
356.6245102882385,8.0,3.0,8.54400374531753
356.6396005153656,7.0,3.0,7.615773105863909
356.6623363494873,6.0,2.0,6.324555320336759
356.69602131843567,5.0,2.0,5.385164807134504
356.73106932640076,4.0,2.0,4.47213595499958
356.8245439529419,3.0,2.0,3.605551275463989
356.8610620498657,2.0,2.0,2.8284271247461903
356.8681433200836,1.0,2.0,2.23606797749979
356.8869140148163,0.0,2.0,2.0
356.91863679885864,0.0,2.0,2.0
356.95317554473877,0.0,2.0,2.0
357.0356059074402,0.0,2.0,2.0
357.0692572593689,1.0,2.0,2.23606797749979
357.07625794410706,1.0,2.0,2.23606797749979
357.09425592422485,2.0,2.0,2.8284271247461903
357.1252601146698,2.0,2.0,2.8284271247461903
357.1606352329254,3.0,2.0,3.605551275463989
357.2175648212433,4.0,2.0,4.47213595499958
357.2505786418915,5.0,2.0,5.385164807134504
357.28027868270874,6.0,2.0,6.324555320336759
357.28827476501465,6.0,2.0,6.324555320336759
357.3176181316376,7.0,3.0,7.615773105863909
357.35206747055054,8.0,3.0,8.54400374531753
357.4365146160126,8.0,3.0,8.54400374531753
357.46613454818726,9.0,3.0,9.486832980505138
357.4971339702606,10.0,3.0,10.44030650891055
357.50413155555725,10.0,4.0,10.770329614269007
357.5259039402008,10.0,4.0,10.770329614269007
357.5601408481598,9.0,4.0,9.848857801796104
357.59372448921204,9.0,4.0,9.848857801796104
357.67448592185974,8.0,4.0,8.94427190999916
357.7044851779938,8.0,5.0,9.433981132056603
357.71148681640625,7.0,5.0,8.602325267042627
357.7184851169586,6.0,5.0,7.810249675906654
357.7503480911255,5.0,5.0,7.0710678118654755
357.80246233940125,4.0,5.0,6.4031242374328485
357.863431930542,4.0,5.0,6.4031242374328485
357.89651560783386,3.0,5.0,5.830951894845301
357.9306547641754,2.0,5.0,5.385164807134504
357.9374620914459,2.0,5.0,5.385164807134504
357.9574453830719,1.0,5.0,5.0990195135927845
357.9906029701233,1.0,5.0,5.0990195135927845
358.02507400512695,1.0,5.0,5.0990195135927845
358.0826485157013,1.0,5.0,5.0990195135927845
