# PID Gains
# Kp = 0.141500
# Ki = 0.001500
# Kd = 0.107700
# Deadzone = 13.000
# -------------------------------------
time,x,y,xy_magnitude
48.54913949966431,73.0,-71.0,101.83319694480774
48.57932758331299,73.0,-71.0,101.83319694480774
48.61417198181152,73.0,-71.0,101.83319694480774
48.668177366256714,73.0,-71.0,101.83319694480774
48.69761395454407,73.0,-71.0,101.83319694480774
48.72742700576782,73.0,-71.0,101.83319694480774
48.7578022480011,73.0,-71.0,101.83319694480774
48.78869318962097,74.0,-71.0,102.55242561733974
48.82026696205139,74.0,-71.0,102.55242561733974
48.87734389305115,74.0,-71.0,102.55242561733974
48.88990664482117,73.0,-71.0,101.83319694480774
48.92870330810547,73.0,-71.0,101.83319694480774
48.95770263671875,74.0,-71.0,102.55242561733974
48.981348514556885,73.0,-71.0,101.83319694480774
49.01346302032471,74.0,-71.0,102.55242561733974
49.04490566253662,73.0,-71.0,101.83319694480774
49.0757052898407,73.0,-70.0,101.13851887386922
49.129257678985596,73.0,-68.0,99.76472322419383
49.177698850631714,72.0,-67.0,98.35141076771599
49.19287061691284,71.0,-65.0,96.26006440887103
49.22090125083923,69.0,-63.0,93.43446901438462
49.25315260887146,67.0,-61.0,90.60905032059435
49.2849395275116,65.0,-58.0,87.11486669908874
49.359479665756226,62.0,-55.0,82.87943049997388
49.38811755180359,59.0,-52.0,78.64477096412705
49.39924907684326,56.0,-49.0,74.41102068914255
49.4330530166626,53.0,-46.0,70.178344238091
49.444425106048584,49.0,-43.0,65.19202405202648
49.47664284706116,45.0,-40.0,60.207972893961475
49.50796103477478,41.0,-37.0,55.226805085936306
49.588458776474,38.0,-34.0,50.99019513592785
49.61601710319519,34.0,-31.0,46.010868281309364
49.66411733627319,30.0,-28.0,41.036569057366385
49.6768159866333,27.0,-26.0,37.48332962798263
49.684882402420044,23.0,-24.0,33.24154027718932
49.71643018722534,20.0,-22.0,29.732137494637012
49.74849486351013,17.0,-20.0,26.248809496813376
49.78093075752258,14.0,-19.0,23.600847442411894
49.836426973342896,12.0,-18.0,21.633307652783937
49.86614370346069,10.0,-17.0,19.72308292331602
49.899027824401855,8.0,-16.0,17.88854381999832
49.911083459854126,7.0,-16.0,17.46424919657298
49.95681548118591,6.0,-15.0,16.15549442140351
49.98801326751709,5.0,-15.0,15.811388300841896
50.019755601882935,4.0,-14.0,14.560219778561036
50.068809032440186,4.0,-14.0,14.560219778561036
50.10103368759155,3.0,-14.0,14.317821063276353
50.131333351135254,4.0,-14.0,14.560219778561036
50.149484157562256,4.0,-14.0,14.560219778561036
50.18094062805176,4.0,-13.0,13.601470508735444
50.21194100379944,4.0,-13.0,13.601470508735444
50.244388580322266,5.0,-13.0,13.92838827718412
50.30147457122803,6.0,-12.0,13.416407864998739
50.3297917842865,6.0,-12.0,13.416407864998739
50.3605055809021,7.0,-12.0,13.892443989449804
50.38865113258362,7.0,-11.0,13.038404810405298
50.42233753204346,7.0,-11.0,13.038404810405298
50.452749252319336,8.0,-11.0,13.601470508735444
50.52420735359192,8.0,-11.0,13.601470508735444
50.53733563423157,8.0,-10.0,12.806248474865697
50.565688610076904,8.0,-10.0,12.806248474865697
50.596935749053955,7.0,-10.0,12.206555615733702
50.613168716430664,7.0,-9.0,11.40175425099138
50.644670248031616,6.0,-9.0,10.816653826391969
50.67638874053955,6.0,-8.0,10.0
50.757331132888794,5.0,-8.0,9.433981132056603
50.770020723342896,4.0,-7.0,8.06225774829855
50.809093952178955,3.0,-7.0,7.615773105863909
50.82454180717468,2.0,-7.0,7.280109889280518
50.85465431213379,1.0,-6.0,6.082762530298219
50.88488578796387,-1.0,-6.0,6.082762530298219
50.91666388511658,-2.0,-6.0,6.324555320336759
50.98583698272705,-3.0,-5.0,5.830951894845301
51.01150059700012,-6.0,-5.0,7.810249675906654
51.03641605377197,-7.0,-5.0,8.602325267042627
51.04579305648804,-8.0,-5.0,9.433981132056603
51.076802253723145,-9.0,-5.0,10.295630140987
51.109861612319946,-11.0,-4.0,11.704699910719626
