# PID Gains
# Kp = 0.141500
# Ki = 0.001500
# Kd = 0.107700
# Deadzone = 13.000
# -------------------------------------
time,x,y,xy_magnitude
107.12004661560059,-87.0,-66.0,109.20164833920778
107.15677762031555,-87.0,-66.0,109.20164833920778
107.17395806312561,-87.0,-66.0,109.20164833920778
107.20570516586304,-87.0,-66.0,109.20164833920778
107.23725700378418,-88.0,-66.0,110.0
107.27123689651489,-89.0,-67.0,111.40017953306898
107.32254767417908,-88.0,-67.0,110.60289327137876
107.36120891571045,-88.0,-67.0,110.60289327137876
107.39365077018738,-88.0,-67.0,110.60289327137876
107.41403937339783,-87.0,-67.0,109.80892495603443
107.44610357284546,-87.0,-67.0,109.80892495603443
107.47787976264954,-87.0,-66.0,109.20164833920778
107.51031970977783,-87.0,-67.0,109.80892495603443
107.5658266544342,-87.0,-66.0,109.20164833920778
107.59548211097717,-88.0,-66.0,110.0
107.62708067893982,-87.0,-66.0,109.20164833920778
107.64297318458557,-87.0,-66.0,109.20164833920778
107.67036461830139,-88.0,-67.0,110.60289327137876
107.70236945152283,-87.0,-66.0,109.20164833920778
107.75026345252991,-88.0,-66.0,110.0
107.82761144638062,-88.0,-66.0,110.0
107.85899829864502,-88.0,-67.0,110.60289327137876
107.86956262588501,-88.0,-66.0,110.0
107.89608216285706,-88.0,-66.0,110.0
107.90983605384827,-88.0,-66.0,110.0
107.94317483901978,-88.0,-66.0,110.0
107.9724006652832,-89.0,-66.0,110.80162453682708
108.0067310333252,-88.0,-65.0,109.40292500660117
108.07299613952637,-88.0,-64.0,108.81176406988355
108.08755207061768,-91.0,-60.0,109.0
108.12203550338745,-91.0,-58.0,107.91200118615167
108.15102243423462,-90.0,-56.0,106.0
108.18176603317261,-89.0,-53.0,103.58571330062848
108.21428537368774,-88.0,-50.0,101.21264743103995
108.24598455429077,-86.0,-46.0,97.52948272189288
108.29955625534058,-83.0,-42.0,93.02150289046077
108.32850408554077,-80.0,-38.0,88.56635930193812
108.36106634140015,-77.0,-35.0,84.581321815162
108.37373948097229,-73.0,-31.0,79.30952023559341
108.40590858459473,-69.0,-27.0,74.09453421137081
108.43859672546387,-64.0,-24.0,68.35202996254024
108.46944189071655,-59.0,-20.0,62.297672508690084
108.53499579429626,-54.0,-17.0,56.61271941887264
108.56945610046387,-49.0,-15.0,51.24451190127583
108.60473418235779,-43.0,-12.0,44.64302857109943
108.61637330055237,-38.0,-10.0,39.293765408777
108.6456389427185,-32.0,-8.0,32.984845004941285
108.67869067192078,-28.0,-7.0,28.861739379323623
108.71007084846497,-23.0,-6.0,23.769728648009426
108.78025770187378,-18.0,-5.0,18.681541692269406
108.80102205276489,-14.0,-5.0,14.866068747318506
108.81337118148804,-9.0,-5.0,10.295630140987
108.8432035446167,-5.0,-5.0,7.0710678118654755
108.87028169631958,-2.0,-6.0,6.324555320336759
108.90152955055237,1.0,-6.0,6.082762530298219
108.950364112854,4.0,-7.0,8.06225774829855
109.01634860038757,6.0,-8.0,10.0
109.02959871292114,8.0,-9.0,12.041594578792296
109.06239652633667,9.0,-10.0,13.45362404707371
109.09086084365845,10.0,-11.0,14.866068747318506
109.10897946357727,10.0,-12.0,15.620499351813308
109.14292645454407,10.0,-13.0,16.401219466856727
109.17405962944031,10.0,-13.0,16.401219466856727
109.2066068649292,10.0,-13.0,16.401219466856727
109.26215291023254,10.0,-13.0,16.401219466856727
109.30246114730835,9.0,-13.0,15.811388300841896
109.31385397911072,9.0,-12.0,15.0
109.35059690475464,8.0,-11.0,13.601470508735444
109.38170456886292,7.0,-11.0,13.038404810405298
109.41419339179993,6.0,-9.0,10.816653826391969
109.47876811027527,6.0,-8.0,10.0
109.50367093086243,5.0,-6.0,7.810249675906654
109.53332352638245,4.0,-5.0,6.4031242374328485
109.542475938797,4.0,-3.0,5.0
109.57398009300232,3.0,-1.0,3.1622776601683795
109.6061942577362,4.0,0.0,4.0
109.63878393173218,4.0,2.0,4.47213595499958
109.70265412330627,4.0,3.0,5.0
109.72852349281311,5.0,4.0,6.4031242374328485
109.75894951820374,5.0,5.0,7.0710678118654755
109.78262495994568,5.0,6.0,7.810249675906654
109.814688205719,6.0,7.0,9.219544457292887
109.84590673446655,7.0,8.0,10.63014581273465
109.87773609161377,7.0,8.0,10.63014581273465
109.93453240394592,8.0,8.0,11.313708498984761
109.95857954025269,9.0,8.0,12.041594578792296
109.98877263069153,10.0,8.0,12.806248474865697
110.00604438781738,11.0,7.0,13.038404810405298
110.03677916526794,12.0,7.0,13.892443989449804
110.06884956359863,13.0,6.0,14.317821063276353
110.10101532936096,14.0,4.0,14.560219778561036
110.1671941280365,15.0,3.0,15.297058540778355
110.19681215286255,15.0,2.0,15.132745950421556
110.2269012928009,16.0,1.0,16.0312195418814
110.24635076522827,17.0,0.0,17.0
110.27745223045349,17.0,-1.0,17.029386365926403
110.30985355377197,18.0,-2.0,18.110770276274835
110.34225106239319,19.0,-3.0,19.235384061671343
110.3993878364563,19.0,-4.0,19.4164878389476
110.42798328399658,19.0,-5.0,19.6468827043885
110.45936417579651,19.0,-5.0,19.6468827043885
110.4698896408081,19.0,-5.0,19.6468827043885
110.50289726257324,19.0,-5.0,19.6468827043885
110.55008578300476,19.0,-5.0,19.6468827043885
110.58089089393616,18.0,-5.0,18.681541692269406
110.63920044898987,18.0,-5.0,18.681541692269406
110.66919112205505,18.0,-4.0,18.439088914585774
110.70194268226624,17.0,-3.0,17.26267650163207
110.71236824989319,17.0,-2.0,17.11724276862369
110.74177646636963,17.0,-1.0,17.029386365926403
110.77433824539185,16.0,-1.0,16.0312195418814
110.80670642852783,16.0,0.0,16.0
110.88116264343262,16.0,2.0,16.1245154965971
110.93835258483887,15.0,3.0,15.297058540778355
110.9695234298706,15.0,4.0,15.524174696260024
110.97764253616333,15.0,4.0,15.524174696260024
110.98401379585266,15.0,6.0,16.15549442140351
111.01471471786499,15.0,6.0,16.15549442140351
111.04641675949097,15.0,7.0,16.55294535724685
111.07747030258179,14.0,8.0,16.1245154965971
111.14464402198792,15.0,8.0,17.0
111.17500972747803,15.0,9.0,17.4928556845359
111.20291304588318,15.0,9.0,17.4928556845359
111.21621751785278,16.0,10.0,18.867962264113206
111.23839735984802,17.0,10.0,19.72308292331602
111.27019667625427,18.0,10.0,20.591260281974
111.30214405059814,18.0,10.0,20.591260281974
