# PID Gains
# Kp = 0.141500
# Ki = 0.001500
# Kd = 0.107700
# Deadzone = 13.000
# -------------------------------------
time,x,y,xy_magnitude
51.97165584564209,6.0,-109.0,109.16501271011697
52.004764795303345,6.0,-109.0,109.16501271011697
52.03533363342285,7.0,-109.0,109.22453936730518
52.092968463897705,7.0,-109.0,109.22453936730518
52.105433225631714,7.0,-109.0,109.22453936730518
52.14107298851013,7.0,-109.0,109.22453936730518
52.17129731178284,7.0,-109.0,109.22453936730518
52.211899757385254,7.0,-109.0,109.22453936730518
52.24444937705994,6.0,-109.0,109.16501271011697
52.275410413742065,6.0,-109.0,109.16501271011697
52.338260889053345,7.0,-109.0,109.22453936730518
52.37510919570923,7.0,-109.0,109.22453936730518
52.399291038513184,7.0,-109.0,109.22453936730518
52.41201972961426,7.0,-109.0,109.22453936730518
52.43591499328613,6.0,-109.0,109.16501271011697
52.467191219329834,6.0,-109.0,109.16501271011697
52.4991991519928,7.0,-109.0,109.22453936730518
52.53151297569275,7.0,-109.0,109.22453936730518
52.583725452423096,7.0,-109.0,109.22453936730518
52.63230919837952,7.0,-109.0,109.22453936730518
52.648792028427124,7.0,-109.0,109.22453936730518
52.675373792648315,7.0,-109.0,109.22453936730518
52.70774745941162,7.0,-109.0,109.22453936730518
52.73976802825928,7.0,-109.0,109.22453936730518
52.81304144859314,7.0,-109.0,109.22453936730518
52.8469614982605,7.0,-109.0,109.22453936730518
52.87116861343384,6.0,-109.0,109.16501271011697
52.88425898551941,6.0,-110.0,110.16351483136329
52.899120569229126,5.0,-110.0,110.11357772772621
52.931459188461304,5.0,-110.0,110.11357772772621
52.9633207321167,6.0,-109.0,109.16501271011697
53.04899740219116,6.0,-109.0,109.16501271011697
53.082931995391846,8.0,-109.0,109.29318368498559
53.10428023338318,7.0,-111.0,111.22050170719426
53.117961406707764,8.0,-110.0,110.2905254316979
53.13908886909485,9.0,-108.0,108.37435120913067
53.17205572128296,10.0,-106.0,106.47065323364932
53.2037832736969,12.0,-104.0,104.6900186264192
53.23370003700256,13.0,-101.0,101.83319694480774
53.29729247093201,14.0,-97.0,98.00510190801293
53.3269464969635,15.0,-93.0,94.2019108086455
53.35363006591797,16.0,-89.0,90.4267659490264
53.367881536483765,16.0,-84.0,85.5102333057278
53.41176199913025,17.0,-79.0,80.8084154033477
53.44255590438843,17.0,-74.0,75.92759709091287
53.47557878494263,18.0,-69.0,71.30918594402827
53.529217004776,18.0,-63.0,65.52098900352466
53.554967403411865,18.0,-57.0,59.77457653551382
53.59524583816528,17.0,-51.0,53.75872022286245
53.607027530670166,17.0,-46.0,49.040799340956916
53.63601350784302,16.0,-41.0,44.01136216933077
53.667577266693115,15.0,-36.0,39.0
53.69989013671875,14.0,-32.0,34.92849839314596
53.76675224304199,13.0,-28.0,30.870698080866262
53.795002698898315,11.0,-24.0,26.40075756488817
53.83389449119568,10.0,-21.0,23.259406699226016
53.84830164909363,9.0,-18.0,20.12461179749811
53.87594485282898,7.0,-16.0,17.46424919657298
53.90866470336914,6.0,-15.0,16.15549442140351
53.94060182571411,5.0,-14.0,14.866068747318506
54.01262307167053,3.0,-13.0,13.341664064126334
54.041152000427246,2.0,-13.0,13.152946437965905
54.0721914768219,1.0,-13.0,13.038404810405298
54.08641767501831,0.0,-14.0,14.0
54.09910845756531,0.0,-15.0,15.0
54.13095259666443,-1.0,-17.0,17.029386365926403
54.163711071014404,-1.0,-18.0,18.027756377319946
54.24111533164978,-2.0,-19.0,19.1049731745428
54.2678918838501,-2.0,-20.0,20.09975124224178
54.29467844963074,-2.0,-21.0,21.095023109728988
54.3109495639801,-2.0,-23.0,23.08679276123039
54.33963489532471,-2.0,-24.0,24.08318915758459
54.37212824821472,-2.0,-25.0,25.079872407968907
54.40443134307861,-2.0,-26.0,26.076809620810597
54.46959328651428,-2.0,-26.0,26.076809620810597
54.496835231781006,-2.0,-26.0,26.076809620810597
54.52790975570679,-2.0,-26.0,26.076809620810597
54.53809571266174,-2.0,-26.0,26.076809620810597
54.56427264213562,-2.0,-25.0,25.079872407968907
54.612180948257446,-2.0,-24.0,24.08318915758459
54.643853425979614,-2.0,-23.0,23.08679276123039
54.696112394332886,-2.0,-22.0,22.090722034374522
54.72553277015686,-2.0,-20.0,20.09975124224178
54.77866768836975,-2.0,-18.0,18.110770276274835
54.785948514938354,-3.0,-16.0,16.278820596099706
54.80517911911011,-3.0,-14.0,14.317821063276353
54.83617043495178,-3.0,-12.0,12.36931687685298
54.86803150177002,-4.0,-10.0,10.770329614269007
54.93498682975769,-4.0,-8.0,8.94427190999916
54.94741106033325,-4.0,-5.0,6.4031242374328485
54.980632305145264,-4.0,-3.0,5.0
55.018803119659424,-5.0,-2.0,5.385164807134504
55.04487490653992,-5.0,0.0,5.0
55.075021505355835,-5.0,2.0,5.385164807134504
55.10773825645447,-5.0,3.0,5.830951894845301
55.18110656738281,-5.0,4.0,6.4031242374328485
55.21018695831299,-5.0,6.0,7.810249675906654
55.245723485946655,-5.0,6.0,7.810249675906654
55.25724172592163,-4.0,7.0,8.06225774829855
55.26842975616455,-4.0,7.0,8.06225774829855
55.30036973953247,-4.0,7.0,8.06225774829855
55.33227300643921,-3.0,7.0,7.615773105863909
55.363937854766846,-3.0,7.0,7.615773105863909
55.425432443618774,-3.0,7.0,7.615773105863909
55.45881700515747,-2.0,6.0,6.324555320336759
55.48978114128113,-1.0,6.0,6.082762530298219
55.507137060165405,-1.0,5.0,5.0990195135927845
55.53932762145996,0.0,4.0,4.0
55.5723876953125,0.0,3.0,3.0
55.60350561141968,0.0,2.0,2.0
55.66370868682861,0.0,1.0,1.0
55.69462299346924,0.0,0.0,0.0
55.7181510925293,0.0,-1.0,1.0
55.73555612564087,0.0,-1.0,1.0
55.76376271247864,0.0,-2.0,2.0
55.81175780296326,0.0,-3.0,3.0
55.84437346458435,0.0,-3.0,3.0
55.897238969802856,0.0,-4.0,4.0
55.93041229248047,-1.0,-4.0,4.123105625617661
55.96379566192627,-1.0,-5.0,5.0990195135927845
55.974613428115845,-1.0,-5.0,5.0990195135927845
56.00376105308533,-2.0,-5.0,5.385164807134504
56.035658836364746,-2.0,-5.0,5.385164807134504
56.06765389442444,-3.0,-5.0,5.830951894845301
56.13752293586731,-4.0,-5.0,6.4031242374328485
56.18157243728638,-4.0,-4.0,5.656854249492381
56.19755148887634,-6.0,-4.0,7.211102550927978
56.21110439300537,-6.0,-4.0,7.211102550927978
56.24334454536438,-7.0,-3.0,7.615773105863909
56.27528762817383,-8.0,-3.0,8.54400374531753
56.30774259567261,-9.0,-2.0,9.219544457292887
56.3784966468811,-10.0,-1.0,10.04987562112089
56.40811252593994,-11.0,-1.0,11.045361017187261
56.423184394836426,-11.0,0.0,11.0
56.43673253059387,-12.0,1.0,12.041594578792296
56.467347383499146,-13.0,2.0,13.152946437965905
56.49898433685303,-13.0,3.0,13.341664064126334
56.531962394714355,-14.0,3.0,14.317821063276353
56.588446617126465,-14.0,5.0,14.866068747318506
56.63688063621521,-15.0,6.0,16.15549442140351
56.64431190490723,-15.0,7.0,16.55294535724685
56.67497420310974,-16.0,9.0,18.35755975068582
56.70708632469177,-16.0,9.0,18.35755975068582
56.73987603187561,-16.0,11.0,19.4164878389476
56.79976034164429,-15.0,12.0,19.209372712298546
56.84358596801758,-15.0,13.0,19.849433241279208
56.86216950416565,-15.0,15.0,21.213203435596427
56.868629455566406,-14.0,16.0,21.2602916254693
56.89962959289551,-14.0,17.0,22.02271554554524
56.931944847106934,-13.0,17.0,21.400934559032695
56.963584423065186,-12.0,17.0,20.808652046684813
57.02783155441284,-11.0,18.0,21.095023109728988
57.06385612487793,-11.0,18.0,21.095023109728988
57.08196949958801,-10.0,17.0,19.72308292331602
57.109246492385864,-9.0,17.0,19.235384061671343
57.138728857040405,-8.0,16.0,17.88854381999832
57.172282457351685,-7.0,15.0,16.55294535724685
57.24297094345093,-6.0,14.0,15.231546211727817
57.289557456970215,-5.0,14.0,14.866068747318506
57.30915904045105,-5.0,12.0,13.0
57.31651711463928,-4.0,10.0,10.770329614269007
57.33164596557617,-4.0,10.0,10.770329614269007
57.363850831985474,-3.0,8.0,8.54400374531753
57.411628007888794,-3.0,7.0,7.615773105863909
57.48769974708557,-3.0,6.0,6.708203932499369
57.52191710472107,-3.0,5.0,5.830951894845301
57.53293013572693,-3.0,4.0,5.0
57.53971076011658,-4.0,3.0,5.0
57.57142782211304,-4.0,2.0,4.47213595499958
57.60366129875183,-4.0,1.0,4.123105625617661
57.635298013687134,-5.0,1.0,5.0990195135927845
57.698097229003906,-6.0,1.0,6.082762530298219
57.74855852127075,-7.0,0.0,7.0
57.76394176483154,-8.0,0.0,8.0
57.769909381866455,-8.0,0.0,8.0
57.81089496612549,-9.0,0.0,9.0
57.843616008758545,-10.0,1.0,10.04987562112089
57.87604784965515,-11.0,1.0,11.045361017187261
57.941375732421875,-12.0,2.0,12.165525060596439
57.97268033027649,-12.0,2.0,12.165525060596439
58.00378465652466,-12.0,3.0,12.36931687685298
58.01368522644043,-13.0,3.0,13.341664064126334
58.036309480667114,-13.0,4.0,13.601470508735444
58.067004919052124,-13.0,5.0,13.92838827718412
58.098604917526245,-13.0,6.0,14.317821063276353
58.16726779937744,-13.0,7.0,14.7648230602334
58.19900894165039,-13.0,7.0,14.7648230602334
58.23072814941406,-12.0,9.0,15.0
58.248531341552734,-12.0,9.0,15.0
58.276171922683716,-11.0,10.0,14.866068747318506
58.30657124519348,-11.0,11.0,15.556349186104045
58.33953332901001,-11.0,11.0,15.556349186104045
58.42510175704956,-10.0,12.0,15.620499351813308
58.45666313171387,-10.0,12.0,15.620499351813308
58.47349762916565,-9.0,12.0,15.0
58.47977828979492,-8.0,12.0,14.422205101855956
58.50045990943909,-8.0,12.0,14.422205101855956
58.530927419662476,-7.0,11.0,13.038404810405298
58.56335997581482,-7.0,10.0,12.206555615733702
58.63348603248596,-6.0,10.0,11.661903789690601
58.68288445472717,-6.0,9.0,10.816653826391969
58.69847130775452,-5.0,8.0,9.433981132056603
58.70775365829468,-5.0,8.0,9.433981132056603
58.73896908760071,-4.0,6.0,7.211102550927978
58.773165702819824,-4.0,6.0,7.211102550927978
58.80470943450928,-3.0,5.0,5.830951894845301
58.88051080703735,-3.0,4.0,5.0
58.91176962852478,-2.0,4.0,4.47213595499958
58.92988467216492,-2.0,3.0,3.605551275463989
58.93611454963684,-2.0,3.0,3.605551275463989
58.963338136672974,-2.0,2.0,2.8284271247461903
59.01072812080383,-2.0,2.0,2.8284271247461903
59.043702363967896,-2.0,2.0,2.8284271247461903
59.09327840805054,-2.0,2.0,2.8284271247461903
59.12385058403015,-2.0,2.0,2.8284271247461903
59.15702247619629,-3.0,2.0,3.605551275463989
59.17235493659973,-3.0,3.0,4.242640687119285
59.20391321182251,-4.0,3.0,5.0
59.235241413116455,-4.0,3.0,5.0
59.26788401603699,-5.0,3.0,5.830951894845301
59.32408881187439,-6.0,4.0,7.211102550927978
59.37431597709656,-7.0,4.0,8.06225774829855
59.38893246650696,-8.0,5.0,9.433981132056603
59.40939545631409,-8.0,6.0,10.0
59.44468307495117,-9.0,6.0,10.816653826391969
59.47617530822754,-10.0,7.0,12.206555615733702
59.5329794883728,-11.0,8.0,13.601470508735444
59.55744457244873,-11.0,8.0,13.601470508735444
59.590511322021484,-12.0,9.0,15.0
59.627424240112305,-13.0,9.0,15.811388300841896
59.63544511795044,-13.0,10.0,16.401219466856727
59.666827917099,-13.0,11.0,17.029386365926403
59.69999408721924,-13.0,11.0,17.029386365926403
59.7312593460083,-13.0,11.0,17.029386365926403
59.79467272758484,-13.0,11.0,17.029386365926403
59.828386545181274,-13.0,10.0,16.401219466856727
59.8572998046875,-13.0,11.0,17.029386365926403
59.8754026889801,-12.0,10.0,15.620499351813308
59.90763568878174,-11.0,10.0,14.866068747318506
59.939815521240234,-11.0,10.0,14.866068747318506
59.97198963165283,-10.0,9.0,13.45362404707371
60.03189277648926,-9.0,9.0,12.727922061357855
60.059829235076904,-8.0,9.0,12.041594578792296
60.093037128448486,-7.0,8.0,10.63014581273465
60.10338521003723,-6.0,8.0,10.0
60.1320104598999,-6.0,8.0,10.0
60.17975664138794,-5.0,7.0,8.602325267042627
60.212329149246216,-5.0,7.0,8.602325267042627
60.26881408691406,-4.0,7.0,8.06225774829855
60.31767225265503,-3.0,6.0,6.708203932499369
60.336331605911255,-3.0,6.0,6.708203932499369
60.342533588409424,-3.0,6.0,6.708203932499369
60.37185049057007,-3.0,6.0,6.708203932499369
60.4040265083313,-3.0,6.0,6.708203932499369
